repository,path,role,audience,subject,owner,authority_target,review_state,disposition
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/README.md,maintained documentation,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01,agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/README.md,pending,review body; retain until adjudicated
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/la-03-p4.md,maintained documentation,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence,agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/la-03-p4.md,pending,review body; retain until adjudicated
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/latest-reset-probe-map.txt,maintained documentation,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence,agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/latest-reset-probe-map.txt,pending,review body; retain until adjudicated
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/logic-analyzer-harness.md,maintained documentation,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence,agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/logic-analyzer-harness.md,pending,review body; retain until adjudicated
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/rev-01d-reset-safety.md,maintained documentation,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence,agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/legacy-evidence/rev-01d-reset-safety.md,pending,review body; retain until adjudicated
agon-extender,hardware/fixtures/la03-p4-probe-fixture-r01/probe-map.svg,reference or diagram,human and agent,hardware/fixtures/la03-p4-probe-fixture-r01,agon-extender,retain source/provenance,metadata-only,retain; verify provenance/current applicability through owning guide
agon-extender,hardware/objects/README.md,maintained documentation,human and agent,hardware/objects,agon-extender,hardware/objects/README.md,pending,review body; retain until adjudicated
agon-extender,requirements-dev.txt,maintained documentation,human and agent,.,agon-extender,requirements-dev.txt,pending,review body; retain until adjudicated
agon-extender,scripts/agentcoms.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/analyze_browser_timing.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/bench_job.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/capture_general_poll.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/capture_keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/capture_uart_flow.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/capture_uart_roundtrip.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/capture_visible_text.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/check_numeric_port.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/console_peer.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,scripts/measure_video.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/mos_recovery_console.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/plot_rally_learning.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_browser_typing.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_console.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,scripts/prepare_console_review.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_general_poll.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_mos_recovery.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_sd_headless.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_text_sample.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_uart_flow.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_uart_forward.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_uart_roundtrip.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_usb_cli.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_usb_keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/prepare_visible_text.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_rally_drive.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_rally_headless.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_rally_traffic.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_sd_headless.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_sd_keyboard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/qualify_sdcard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/rally_drive.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/rally_race.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/rally_trial.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/report_rally_learning.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/reset_agon.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/reset_bridge.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/review_text_sample.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/run_hello_demo.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/screen_text.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,scripts/sdcard.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,partial,scoped claims/navigation inspected; remaining body not accepted
agon-extender,scripts/validate-hardware-objects.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/validate-version-records.py,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,scripts/vdp-pio.sh,tool/help source,human and agent,scripts,agon-extender,retain source/provenance,pending,inspect help/defaults only when linked from reviewed workflow
agon-extender,tests/fixtures/visible-text/README.md,maintained documentation,human and agent,tests/fixtures/visible-text,agon-extender,tests/fixtures/visible-text/README.md,pending,review body; retain until adjudicated
agon-extender,tests/runs/PORT-003-2026-08-28-14-46-06Z/runtime-failure-summary.txt,historical evidence,human and agent,tests/runs/PORT-003-2026-08-28-14-46-06Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-003-2026-08-28-15-28-59Z/qualification-summary.txt,historical evidence,human and agent,tests/runs/PORT-003-2026-08-28-15-28-59Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-08-31-21-55-19Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-08-31-21-55-19Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-08-31-22-27-18Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-08-31-22-27-18Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-08-31-23-11-18Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-08-31-23-11-18Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-01-29-06Z/correction-2026-09-01-evidence-hygiene.md,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-01-29-06Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-01-29-06Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-01-29-06Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-01-29-06Z/run-id.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-01-29-06Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-10-50Z/correction-2026-09-01-evidence-hygiene.md,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-10-50Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-10-50Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-10-50Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-28-49Z/correction-2026-09-01-evidence-hygiene.md,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-28-49Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-28-49Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-28-49Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-28-49Z/linked-clock-write-evidence.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-28-49Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-02-28-49Z/preflight.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-02-28-49Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-15-01-14Z/correction-2026-09-01-evidence-hygiene.md,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-15-01-14Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-15-01-14Z/correction-2026-09-01.md,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-15-01-14Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-15-01-14Z/diagnostic-summary.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-15-01-14Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/PORT-008-2026-09-01-15-01-14Z/preflight.txt,historical evidence,human and agent,tests/runs/PORT-008-2026-09-01-15-01-14Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/README.md,historical evidence,human and agent,tests/runs,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/SETUP-001-2026-08-20-22-18-02Z/failure-excerpt.txt,historical evidence,human and agent,tests/runs/SETUP-001-2026-08-20-22-18-02Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,tests/runs/SETUP-001-2026-08-20-22-31-26Z/boot-summary.txt,historical evidence,human and agent,tests/runs/SETUP-001-2026-08-20-22-31-26Z,agon-extender,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-extender,vdp/vendor/CRC/CHANGELOG.md,vendor reference,human and agent,vdp/vendor/CRC,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/LICENSE,vendor reference,human and agent,vdp/vendor/CRC,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/README.md,vendor reference,human and agent,vdp/vendor/CRC,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/examples/CRC32_performance/CRC32_performance.md,vendor reference,human and agent,vdp/vendor/CRC/examples/CRC32_performance,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/examples/CRC32_performance/performance_0.2.0.txt,vendor reference,human and agent,vdp/vendor/CRC/examples/CRC32_performance,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/examples/CRC32_performance/performance_0.3.3.txt,vendor reference,human and agent,vdp/vendor/CRC/examples/CRC32_performance,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/examples/CRC32_performance/performance_1.0.0.txt,vendor reference,human and agent,vdp/vendor/CRC/examples/CRC32_performance,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/examples/CRC32_performance/performance_1.0.2.txt,vendor reference,human and agent,vdp/vendor/CRC/examples/CRC32_performance,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/CRC/keywords.txt,vendor reference,human and agent,vdp/vendor/CRC,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/ESP32Time/LICENSE,vendor reference,human and agent,vdp/vendor/ESP32Time,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/ESP32Time/README.md,vendor reference,human and agent,vdp/vendor/ESP32Time,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/ESP32Time/keywords.txt,vendor reference,human and agent,vdp/vendor/ESP32Time,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/agon-vdp-release/LICENSE,vendor reference,human and agent,vdp/vendor/agon-vdp-release,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/agon-vdp-release/README.md,vendor reference,human and agent,vdp/vendor/agon-vdp-release,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/CMakeLists.txt,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/CODE_OF_CONDUCT.md,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/CONTRIBUTING.md,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/LICENSE,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/README.md,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/examples/VGA/ClassicRacer/README.md,vendor reference,human and agent,vdp/vendor/vdp-gl/examples/VGA/ClassicRacer,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/fabgl GPIOs assignment.txt,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/keywords.txt,vendor reference,human and agent,vdp/vendor/vdp-gl,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/tools/fonttool/readme.txt,vendor reference,human and agent,vdp/vendor/vdp-gl/tools/fonttool,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/vendor/vdp-gl/tools/img2bitmap/readme.txt,vendor reference,human and agent,vdp/vendor/vdp-gl/tools/img2bitmap,agon-extender,retain source/provenance,provenance-only,retain upstream text; inspect only affected interface
agon-extender,vdp/video/extender/web/README.md,maintained documentation,human and agent,vdp/video/extender/web,agon-extender,vdp/video/extender/web/README.md,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-extender,vdp/video/extender/web/protocol.md,maintained documentation,human and agent,vdp/video/extender/web,agon-extender,vdp/video/extender/web/protocol.md,reviewed,current protocol/source comparison; duplicate web contract redirected to maintained authority
agon-emos,AGENTS.md,maintained documentation,human and agent,.,agon-emos,AGENTS.md,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,LICENSE,maintained documentation,human and agent,.,agon-emos,LICENSE,pending,review body; retain until adjudicated
agon-emos,OWNERSHIP.md,maintained documentation,human and agent,.,agon-emos,OWNERSHIP.md,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-emos,README.md,maintained documentation,human and agent,.,agon-emos,README.md,reviewed,current body reviewed; source/evidence comparison and local/desk limits in CHECKS
agon-emos,TODO.md,maintained documentation,human and agent,.,agon-emos,TODO.md,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/README.md,maintained documentation,human and agent,docs,agon-emos,docs/README.md,reviewed,current body reviewed; source/evidence comparison and local/desk limits in CHECKS
agon-emos,docs/emos-utilities.md,maintained documentation,human and agent,docs,agon-emos,docs/emos-utilities.md,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-emos,docs/emos-v1-contract.md,maintained documentation,human and agent,docs,agon-emos,docs/emos-v1-contract.md,reviewed,current body reviewed; source/evidence comparison and local/desk limits in CHECKS
agon-emos,docs/emos-v1-qualification.md,maintained documentation,human and agent,docs,agon-emos,docs/emos-v1-qualification.md,partial,scoped claims/navigation inspected; remaining body not accepted
agon-emos,docs/port-200-qualification.md,maintained documentation,human and agent,docs,agon-emos,docs/port-200-qualification.md,pending,review body; retain until adjudicated
agon-emos,docs/port-203-hardware.md,maintained documentation,human and agent,docs,agon-emos,docs/port-203-hardware.md,pending,review body; retain until adjudicated
agon-emos,docs/prior-art-rainbow-mos.md,maintained documentation,human and agent,docs,agon-emos,docs/prior-art-rainbow-mos.md,pending,review body; retain until adjudicated
agon-emos,docs/qualification/minimal-boot/README.md,historical evidence,human and agent,docs/qualification/minimal-boot,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/emos-ordinary-boot-r01.md,historical evidence,human and agent,docs/qualification/minimal-boot,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/README.md,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/automated-checks.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/closeout.md,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/emos-bad-sd.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/emos-smoke.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/hardware-result.md,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/install-autoexec.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/operator-flash-autoexec.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/smoke-autoexec.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/stock-bad-sd.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z/stock-smoke.txt,historical evidence,human and agent,docs/qualification/minimal-boot/runs/QUAL-002-2026-09-08-01-23-44Z,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/qualification/minimal-boot/stock-preflight-2026-09-07.md,historical evidence,human and agent,docs/qualification/minimal-boot,agon-emos,owning task/index; dated evidence,metadata-only,retain dated evidence; reconcile current claims through owning task
agon-emos,docs/repository-migration.md,maintained documentation,human and agent,docs,agon-emos,docs/repository-migration.md,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-emos,docs/tasks/AUDIT-008.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,reviewed,current body reviewed; corrections/retention in CHECKS and FINDINGS
agon-emos,docs/tasks/BENCH-001.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/tasks/INTEG-001.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-002.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-003.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-004.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-005.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-006.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-007.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-008.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
agon-emos,docs/tasks/INTEG-009.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/tasks/INTEG-009/keyboard-contract.md,task evidence/research,human and agent,docs/tasks/INTEG-009,agon-emos,owning task/index; dated evidence,pending,retain; inspect current reusable instructions before promotion
agon-emos,docs/tasks/INTEG-010.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/tasks/INTEG-011.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/tasks/INTEG-012.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,partial,scoped status/contracts inspected; remaining body/evidence not exhaustively reviewed
agon-emos,docs/tasks/INTEG-013.md,task,human and agent,docs/tasks,agon-emos,retain source/provenance,pending,reconcile status with TODO/evidence; retain identity
